match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,date
319782,1120,14137,True,6,2,5,8,0,9,1,2,0,,1,-2,0.9009372979961214,2024-04-21
123326,6675,188,True,1,5,4,2,3,0,8,2,0,2,1,7,0.4807692307692307,2022-08-06
161207,474,120,False,3,1,5,7,0,4,2,1,2,,2,1,0.3464052287581699,2022-12-09
189050,2359,2406,False,6,3,4,8,0,7,1,1,2,-1,-4,-3,0.48320068372416,2023-05-23
297403,1001,8877,True,0,1,2,5,6,8,9,2,0,1,0,-2,0.4145299145299145,2024-02-22
307573,11058,7386,False,5,0,6,1,8,9,2,1,2,,1,-1,0.32858687815428983,2024-02-26
47182,4616,3531,False,4,8,2,1,3,5,0,0,2,,6,2,0.06542056074766356,2021-10-26
163362,1120,4462,True,0,1,3,2,7,5,4,2,0,2,5,-2,0.7462686567164178,2022-12-22
123334,120,188,True,1,5,4,8,3,0,2,2,0,-2,-2,4,0.33444816053511706,2022-08-12
106170,104,277,False,8,2,3,1,5,0,4,0,2,-8,1,6,,2022-06-12
72356,1120,1837,True,2,0,1,8,4,5,3,2,1,2,4,2,,2022-02-25
284211,14137,13564,True,9,0,2,6,8,1,4,2,0,,2,-5,,2023-11-05
85527,257,6961,False,8,1,4,3,0,2,5,0,2,,7,11,0.45945945945945954,2022-04-17
237268,17,8304,True,3,6,1,0,8,7,4,2,1,-2,-5,4,0.4643395819866408,2023-07-19
97192,120,2350,True,1,5,4,0,2,3,8,2,0,,5,6,,2022-05-06
274412,1837,11985,False,9,8,4,2,1,6,0,0,2,,6,5,0.77728285077951,2023-09-27
67360,1034,4940,True,3,8,4,5,2,0,1,2,1,-2,6,5,,2022-01-29
337409,2355,11058,False,1,8,9,2,5,0,6,0,2,-3,6,3,0.5767857142857142,2024-05-09
148275,8484,918,False,4,5,0,2,7,3,1,1,2,,1,1,,2022-10-02
167350,17,6961,False,4,6,5,0,7,3,8,0,2,,-7,10,0.12648764113518457,2023-02-15
71628,8086,8185,False,3,1,5,4,2,8,0,0,2,,2,10,,2022-03-04
89231,6387,7040,False,3,0,8,2,4,1,5,1,2,,2,0,0.5901639344262295,2022-05-21
235566,12685,11980,True,1,8,3,7,6,4,0,2,0,,-2,2,0.8403361344537815,2023-07-03
285028,1837,11328,False,9,2,1,8,4,6,0,1,2,4,0,7,0.5599613152804642,2023-11-23
204417,1224,9052,False,8,1,3,6,4,0,7,1,2,1,-2,7,,2023-05-04
314622,188,2359,True,2,1,8,6,5,9,0,2,1,0,-4,4,0.25481744421906694,2024-04-06
70064,188,5248,True,5,8,3,1,2,4,0,2,1,1,8,-4,0.9615384615384615,2022-02-25
101752,918,8369,False,5,2,0,1,4,8,3,1,2,,6,3,0.7474747474747474,2022-05-20
68702,637,5248,False,5,4,3,2,8,0,1,1,2,,9,9,,2022-02-05
112321,2593,628,True,2,8,1,3,5,4,0,2,0,4,9,2,0.7874015748031495,2022-07-14
70057,1615,2,False,8,2,3,5,1,0,4,1,2,,2,-2,0.13036902601330908,2022-02-18
99624,4251,878,False,3,2,0,1,8,4,5,0,2,,1,-1,0.5515695067264574,2022-05-20
85533,8185,5448,False,4,2,3,1,5,0,8,1,2,2,7,0,0.7333333333333334,2022-04-18
168996,6675,106,False,3,5,8,4,7,6,0,0,2,3,7,2,0.7674418604651163,2023-02-27
89246,624,6387,True,5,2,1,8,3,0,4,2,0,11,7,-1,,2022-05-28
314629,2,2359,False,2,0,8,9,6,5,1,0,2,-2,5,1,0.6978646069968196,2024-04-13
67355,17,2350,False,5,3,0,4,1,2,8,1,2,,4,6,,2022-01-29
70295,2406,3512,False,1,4,8,0,2,5,3,0,2,5,4,-8,0.716657034611186,2022-03-05
184042,2304,474,False,7,4,3,8,0,5,6,1,2,0,3,2,0.38942665673864485,2023-04-26
232893,6675,11001,True,6,3,1,8,0,4,7,2,0,-1,7,6,0.4295722713864307,2023-07-04
124205,277,8182,False,2,4,3,8,1,5,0,0,2,,2,-4,0.5305164319248826,2022-08-12
99078,4894,581,True,3,0,2,5,4,1,8,2,1,0,1,-3,0.7142857142857143,2022-05-29
184461,5448,878,True,7,8,3,5,0,4,6,2,1,,-5,-5,0.8252164502164502,2023-04-01
274405,1837,1120,False,0,8,9,1,2,6,4,0,2,-3,10,3,0.06533892382948997,2023-09-26
196140,11058,12041,False,3,5,8,7,0,6,4,1,2,2,1,3,0.6005294380302354,2023-04-26
183807,5248,2,True,8,6,4,1,7,3,0,2,0,0,-2,-4,0.4320276497695853,2023-05-06
295612,6961,2359,True,2,5,9,6,8,1,0,2,1,4,2,9,0.621141975308642,2024-02-23
312765,8877,11328,True,8,1,2,0,5,6,9,2,0,1,9,1,0.8812111801242236,2024-03-14
183799,188,2406,True,6,8,5,4,0,3,7,2,0,,3,0,0.541542593565715,2023-04-25
189056,188,2359,True,7,1,3,8,6,4,0,2,1,2,5,-4,0.7649635036496351,2023-05-25
184473,6199,878,False,6,3,7,0,8,5,4,0,2,0,0,-4,0.6622618804350294,2023-04-15
183794,5248,2406,False,6,7,5,8,0,3,4,1,2,,-3,1,0.22962962962962963,2023-04-22
183801,1034,120,True,8,0,7,4,1,3,6,2,0,-2,0,1,0.5908393753485779,2023-04-29
353153,1184,7035,True,2,5,0,1,6,8,9,2,1,2,0,-6,0.8514492753623188,2024-06-18
49332,2533,4915,True,8,3,4,2,0,1,5,2,0,2,5,4,,2021-11-10
121462,1184,3347,True,1,2,0,5,4,8,3,2,0,,7,5,0.7633587786259541,2022-07-31
51272,2355,474,False,2,5,3,1,4,0,8,0,2,-2,2,8,0.07785143634200248,2021-12-02
184456,5448,8185,False,3,5,6,8,7,0,4,0,2,-2,-1,3,0.10297666934835076,2023-03-25
130684,6961,8127,True,7,3,5,4,0,1,2,2,0,-4,7,2,0.4444444444444444,2022-09-16
312799,1001,624,False,0,1,2,5,6,9,8,1,2,-2,3,-3,0.4722222222222222,2024-03-17
169008,11058,9353,True,4,0,3,7,5,8,6,2,0,,2,1,0.7195734327276493,2023-03-17
289452,918,2406,True,8,0,1,6,2,9,4,2,1,,-6,-2,0.2435806643212866,2023-12-16
99708,337,188,True,1,2,0,8,3,4,5,2,0,-4,-1,0,0.3597122302158274,2022-05-29
76232,6387,4210,True,3,8,5,1,0,4,2,2,1,,2,0,0.6896551724137931,2022-03-24
279107,12685,1120,True,0,4,2,8,9,6,1,2,0,-2,2,4,0.1455563068139133,2023-10-27
184501,8304,278,True,4,7,0,8,1,6,3,2,0,,0,-9,0.7752403846153846,2023-05-16
247104,4915,6961,False,3,8,4,6,0,7,1,1,2,,2,0,0.3541666666666667,2023-08-12
348459,2359,14,True,1,8,0,6,2,9,5,2,0,,-1,-3,0.7019704433497538,2024-05-26
184471,6199,17,False,7,8,5,0,3,4,6,0,2,,1,-2,0.6179824242864406,2023-04-10
77797,533,188,False,1,2,3,5,4,8,0,1,2,-5,6,4,0.462719298245614,2022-03-25
314343,624,8304,True,8,6,2,0,5,9,1,2,0,2,3,1,0.9304137095378223,2024-06-16
50145,5391,4616,False,4,0,8,1,5,2,3,1,2,-1,6,1,0.3901532054142496,2021-11-19
101879,8182,8897,True,8,5,3,4,1,2,0,2,0,,5,-6,0.970873786407767,2022-06-06
167361,8185,8304,True,6,7,4,8,0,3,5,2,1,3,7,2,0.7936507936507936,2023-02-19
106169,277,2108,True,3,5,2,4,0,8,1,2,0,3,3,2,0.6756756756756757,2022-06-12
319787,1119,12064,True,2,5,0,9,1,6,8,2,1,-2,-3,-6,0.5937279774489077,2024-04-28
318911,8877,14419,True,6,8,0,5,2,9,1,2,0,-3,3,4,0.7337920653693151,2024-04-03
220442,2593,1034,True,6,0,7,4,1,3,8,2,0,,5,2,0.756019627981285,2023-06-16
248280,8185,2593,False,6,3,7,0,4,1,8,1,2,1,0,7,0.10707167344335489,2023-08-20
99246,2593,628,True,2,8,1,4,3,0,5,2,1,-2,-8,6,0.3067484662576687,2022-05-14
219595,1224,1211,False,7,6,3,0,4,8,1,0,2,-1,1,-1,0.39006303299962924,2023-06-01
314320,6199,624,True,1,6,2,0,5,9,8,2,0,-2,-1,1,0.3541246518774609,2024-04-21
186405,1837,11328,True,3,8,5,6,4,0,7,2,1,,5,-1,,2023-03-22
70009,6230,1184,False,3,4,0,1,8,5,2,0,2,,2,1,0.17355371900826444,2022-02-24
72369,4460,731,True,3,5,0,8,4,2,1,2,0,,-5,-6,,2022-02-27
105832,4462,1120,True,5,8,4,3,1,2,0,2,0,-1,5,5,0.4,2022-06-06
84373,8127,7397,False,1,8,2,3,5,0,4,0,2,,5,1,0.8073217726396917,2022-04-10
173223,1001,8877,True,3,4,0,7,5,8,6,2,0,,-6,-1,0.4251608959838924,2023-03-31
318917,397,12694,False,6,2,1,8,0,9,5,0,2,,0,4,0.43486590038314177,2024-04-05
105837,1120,5944,True,1,0,2,8,4,5,3,2,0,7,1,1,0.9174311926605504,2022-06-08
156690,1184,6751,False,3,1,4,0,2,7,5,1,2,-2,4,4,0.38650306748466257,2022-11-24
173222,2593,397,True,3,5,7,6,0,4,8,2,1,2,10,-5,0.5363247863247863,2023-03-31
189054,6961,5248,True,7,8,4,6,0,3,1,2,1,1,5,5,0.7915154548867476,2023-05-26
111518,1120,1224,True,4,0,3,2,5,1,8,2,0,-1,6,-1,0.7633587786259541,2022-07-02
274406,11328,12010,True,6,0,2,8,1,4,9,2,1,-3,-1,-1,0.32782515991471217,2023-09-26
297412,2059,12694,True,5,8,1,2,9,6,0,2,0,,0,3,0.7121212121212122,2024-02-21
278905,731,1837,False,6,2,9,1,0,8,4,0,2,0,5,4,0.37084520417853756,2023-10-12
298688,11328,12064,True,2,5,0,8,9,6,1,2,0,,4,-3,0.8630952380952381,2024-02-22
106172,2988,277,True,5,8,3,1,4,2,0,2,0,-2,3,6,0.5714285714285714,2022-06-25
319769,12064,12685,False,2,8,5,1,0,6,9,0,2,-3,-4,1,0.10685805422647526,2024-04-07
130634,8185,120,True,7,1,4,5,3,2,0,2,0,,1,10,0.47846889952153115,2022-09-03
213196,4915,474,False,7,6,4,0,1,8,3,0,2,-1,6,2,0.696861951388509,2023-05-24
183797,2359,120,False,7,0,3,8,5,4,6,1,2,,2,-2,0.6727191451317638,2023-04-24
130636,120,2593,False,4,2,5,3,1,0,7,0,2,1,7,-2,0.45355191256830607,2022-09-08
282934,2,13188,True,6,0,1,2,9,4,8,2,1,-1,-2,5,0.6711409395973155,2023-11-01
184492,8185,278,True,4,8,6,1,3,0,7,2,0,1,8,-8,0.9852455833818676,2023-05-08
298693,11981,1119,True,2,8,6,1,0,9,5,2,0,1,4,-2,0.7814407814407813,2024-02-23
173221,7035,2059,False,7,5,4,0,8,3,6,0,2,-2,1,0,0.48582729070533953,2023-03-30
77815,4894,6946,True,1,8,5,0,2,4,3,2,0,,1,1,0.8620689655172414,2022-03-24
232729,7386,2355,False,3,4,8,7,1,6,0,0,2,1,-7,-8,0.388327721661055,2023-07-15
104845,6387,8928,True,5,2,1,0,3,8,4,2,1,,-2,1,0.9345794392523364,2022-06-09
89211,624,3351,True,0,2,1,5,8,3,4,2,0,,3,-1,,2022-05-13
85531,5448,474,True,0,2,1,5,3,4,8,2,1,,1,2,0.24509803921568626,2022-04-16
84649,7397,8127,False,1,8,2,5,3,4,0,0,2,2,2,2,0.44475206103113074,2022-04-13
319768,1120,13576,True,6,5,2,9,1,0,8,2,1,,2,-4,0.9259259259259258,2024-04-06
283097,188,5448,True,9,4,8,2,1,0,6,2,1,-1,3,-2,0.5470437635010801,2023-11-03
85526,6961,474,True,1,3,8,2,5,4,0,2,1,,12,1,0.5003065603923973,2022-04-14
99706,2,8127,False,8,0,2,4,1,3,5,0,2,-1,3,8,0.21875,2022-05-28
130621,624,474,False,3,1,2,5,4,7,0,1,2,,1,2,0.4949494949494949,2022-09-07
186429,11981,1120,False,6,7,3,8,4,5,0,1,2,,0,3,0.029126213592232997,2023-03-31
314634,2,7386,True,8,5,2,0,1,6,9,2,0,4,2,1,0.9524673439767779,2024-04-20
204438,12010,4462,True,3,6,1,7,0,8,4,2,1,-2,7,2,0.3846153846153846,2023-05-17
184036,7386,120,True,8,4,0,1,7,3,6,2,1,,-10,-1,0.14268238818972484,2023-05-20
123049,6387,2032,False,1,8,3,2,0,5,4,1,2,1,1,1,,2022-08-06
289451,1184,17,True,2,8,9,1,0,4,6,2,1,,1,-1,0.8621330360460796,2023-12-16
89233,624,8741,True,3,1,5,0,4,2,8,2,0,,9,-9,0.9523809523809523,2022-05-22
235552,1837,12685,False,7,0,3,4,6,8,1,1,2,,-5,0,0.7142163212435233,2023-07-05
220453,1034,624,False,3,0,4,8,7,6,1,1,2,,3,4,0.6322147651006711,2023-06-21
191770,11328,11981,True,3,4,5,8,6,7,0,2,0,,7,2,0.8130081300813008,2023-04-13
314646,188,2406,True,9,5,2,8,0,6,1,2,1,1,-1,-9,0.8850250626566416,2024-04-28
151882,6199,8099,True,7,5,1,3,0,4,2,2,1,,-1,-6,0.8130081300813008,2022-10-14
109906,8877,8067,True,4,1,5,8,2,3,0,2,0,2,-1,-3,0.8333333333333334,2022-06-30
99600,4915,1209,True,3,8,0,1,2,5,4,2,1,,-3,4,0.33112582781456956,2022-06-11
248271,624,1184,True,3,1,4,6,0,7,8,2,0,,5,2,0.8850250626566416,2023-08-16
212526,6675,337,True,1,4,7,8,3,6,0,2,0,7,7,-1,0.5477667969049261,2023-06-01
185985,12041,11058,False,7,3,5,0,8,6,4,0,2,,2,3,0.4252114164904862,2023-03-29
235018,12694,6149,True,7,3,1,4,6,8,0,2,0,,5,1,0.5423280423280423,2023-07-01
70075,8127,2815,False,1,8,2,3,0,4,5,1,2,,2,4,0.5614035087719298,2022-03-06
284660,4050,8304,False,9,1,8,0,4,2,6,1,2,1,3,3,0.4782608695652174,2023-11-26
107142,2291,1034,False,1,8,3,4,2,5,0,0,2,0,5,-3,0.6632996632996633,2022-06-17
95490,799,918,False,8,3,5,2,0,4,1,1,2,2,3,-9,0.5495495495495496,2022-05-01
157704,624,6199,True,3,1,4,2,5,7,0,2,1,2,-2,0,0.8695652173913044,2022-11-19
104974,277,2108,True,3,4,2,0,5,8,1,2,1,2,7,5,,2022-06-05
112286,2355,8127,False,3,0,5,2,4,8,1,0,2,-2,2,1,0.2957746478873239,2022-07-13
318935,8877,7035,True,6,8,0,2,9,5,1,2,1,3,1,-10,0.8701573849878934,2024-04-26
99581,8903,2593,False,1,3,2,0,4,5,8,0,2,,-4,-8,0.24812030075187974,2022-05-20
69880,6675,642,True,0,8,2,1,3,4,1,2,0,2,5,0,0.6538461538461537,2022-02-12
204421,11328,11983,True,8,1,4,6,3,7,0,2,0,,4,5,,2023-05-05
314313,17,278,True,1,5,9,0,8,6,2,2,0,1,3,-5,0.9271978021978021,2024-04-15
191771,1120,5443,True,4,0,3,7,6,8,5,2,0,7,8,0,0.8403361344537815,2023-04-14
108016,8182,8086,False,8,2,5,0,1,3,4,0,2,3,3,-2,0.8347107438016529,2022-06-20
204416,1120,11980,True,6,8,1,3,4,0,7,2,0,,5,-1,,2023-05-04
295609,188,7386,False,5,6,8,2,0,1,9,0,2,3,-4,3,0.6274558774558774,2024-02-25
161208,1001,1184,True,3,4,2,7,1,0,5,2,0,,-1,-1,0.7299270072992701,2022-12-09
151565,3531,2593,False,4,7,2,3,5,1,0,0,2,-2,3,4,0.3670886075949368,2022-10-22
341817,4915,1001,False,0,5,2,9,6,8,1,0,2,-1,4,2,0.4474969474969475,2024-05-08
159482,908,9052,False,2,7,3,0,1,5,4,1,2,4,2,0,0.8771498771498771,2022-12-09
161203,120,1001,True,2,7,1,5,4,0,3,2,1,,3,1,0.7299270072992701,2022-12-09
156876,277,10600,False,7,2,3,1,5,4,0,1,2,,-2,1,,2022-11-13
99628,878,3136,True,3,2,8,1,0,4,5,2,0,,3,0,0.47846889952153115,2022-05-21
71632,8182,8185,True,8,0,4,2,1,5,3,2,0,,6,10,,2022-03-06
184466,918,8185,False,0,5,6,3,8,4,7,0,2,,-5,4,0.038372630605640334,2023-04-03
71400,799,918,True,0,3,2,5,4,1,8,2,1,0,10,7,0.6042792463852782,2022-02-19
186417,11981,4462,True,0,4,3,7,6,5,8,2,0,,1,9,,2023-03-25
292025,11981,13556,True,9,8,0,6,4,1,2,2,1,1,1,0,0.6993348982785603,2023-12-23
314324,918,624,False,1,6,2,0,5,9,8,0,2,-4,-4,1,0.052111410601976715,2024-04-23
124207,8182,5443,True,2,0,3,5,1,8,4,2,1,,-1,3,0.4,2022-08-13
191772,1837,11328,True,0,8,5,3,4,7,6,2,1,1,5,7,0.425531914893617,2023-04-14
99244,397,4915,True,1,8,2,4,5,0,3,2,1,,-3,-1,0.5405405405405405,2022-05-13
124208,2988,8182,False,2,4,5,3,1,8,0,1,2,,0,1,0.6515679442508711,2022-08-13
193454,6793,277,True,5,8,6,4,0,3,7,2,0,-2,6,0,0.43981481481481477,2023-05-02
123868,4894,7391,True,1,3,4,8,0,2,5,2,1,-6,3,-4,0.4854368932038835,2022-08-10
184467,878,278,True,6,3,5,8,4,7,0,2,0,,-7,-7,0.41859324646209894,2023-04-08
248281,6961,1120,True,6,7,3,8,1,0,4,2,1,-2,3,1,0.6912662090007629,2023-08-20
69017,4915,472,True,3,2,4,8,1,5,0,2,1,,7,4,0.591715976331361,2022-03-12
97748,4567,1184,True,2,4,3,8,1,5,0,2,1,0,8,6,0.6622516556291391,2022-06-14
184057,2593,4915,True,7,0,4,1,6,8,3,2,0,3,10,9,0.7275132275132274,2023-05-17
123870,4894,6946,False,4,8,5,0,2,1,3,1,2,4,2,1,0.6240601503759399,2022-08-13
312766,17,6961,True,6,8,9,1,5,2,0,2,1,-2,8,2,0.4040816326530612,2024-03-14
183952,2304,397,True,7,6,0,4,5,8,3,2,0,2,0,-8,0.7194616977225674,2023-04-14
314307,17,8304,True,9,5,2,8,6,0,1,2,0,-1,4,-3,0.8903133903133903,2024-04-09
159495,6094,4462,True,1,7,4,2,3,5,0,2,0,2,-1,1,0.341296928327645,2022-12-19
318915,2593,1001,False,0,2,9,8,6,5,1,0,2,2,4,0,0.722095498783455,2024-04-04
235023,12694,6882,True,0,4,7,3,1,8,6,2,1,,6,3,0.5368451352907312,2023-07-02
106171,2988,5448,False,5,8,2,1,0,3,4,0,2,-2,7,4,0.1869918699186992,2022-06-24
237269,5448,878,True,6,3,1,7,4,8,0,2,1,1,-5,2,0.5976593163491044,2023-07-20
314315,14,878,True,5,1,9,8,6,0,2,2,0,2,-5,0,0.6135893092414831,2024-04-16
353157,14419,12694,True,5,0,1,6,9,8,2,2,1,,-3,-2,0.6250976715111736,2024-06-20
51267,427,2112,True,1,8,3,5,2,0,4,2,0,,5,-1,0.9662061239731142,2021-12-03
130628,533,7397,True,0,7,1,2,5,3,4,2,0,,-1,-2,0.7092198581560284,2022-09-03
71615,8185,8082,True,3,8,5,4,2,0,1,2,0,,4,5,0.9433962264150942,2022-02-23
99607,6199,4150,True,1,5,3,0,8,2,4,2,1,-5,2,3,0.47846889952153115,2022-05-12
121456,2059,8926,False,3,4,0,2,5,1,8,0,2,,7,7,0.7844827586206896,2022-07-28
112736,908,1120,False,4,2,3,8,5,1,0,0,2,-2,2,6,0.12280701754385959,2022-07-06
307564,8877,7035,True,6,8,2,0,1,9,5,2,0,1,3,-2,0.5009920634920635,2024-02-26
159029,4915,2059,True,1,5,4,0,7,2,3,2,0,,0,6,0.9090909090909091,2022-11-27
70079,120,5248,True,8,1,3,0,4,2,5,2,0,,0,-7,0.78125,2022-03-12
184058,1001,2059,False,7,1,8,3,4,6,0,0,2,-4,-3,-5,0.2552602436323367,2023-05-18
169009,6675,11001,True,6,8,5,3,7,0,4,2,0,,5,7,0.4166666666666667,2023-03-15
184060,7035,474,False,0,4,1,7,3,8,6,1,2,,-5,0,0.0908339532192744,2023-05-19
106910,624,1110,True,2,4,0,8,1,3,5,2,1,2,8,0,0.8620689655172414,2022-06-22
132450,6199,4150,False,7,2,5,3,4,1,0,1,2,-2,1,1,0.6389891696750902,2022-09-17
220300,8185,1184,True,8,7,6,0,1,3,4,2,1,,-2,-1,0.7275132275132274,2023-06-13
284230,1119,1108,False,9,1,8,0,4,6,2,0,2,2,-2,2,0.4252873563218391,2023-11-10
285016,1120,13532,True,2,6,0,1,4,9,8,2,0,,7,6,0.9756329716352561,2023-11-18
318940,474,12694,True,2,8,1,0,6,5,9,2,0,,-2,-1,0.6223506743737958,2024-05-03
98605,8734,2359,False,4,3,1,8,5,2,0,0,2,,-1,0,0.09090909090909094,2022-05-28
89223,624,8971,True,3,8,2,1,0,5,4,2,0,,6,3,0.9900990099009901,2022-05-19
247103,474,6961,False,7,1,3,0,8,4,6,0,2,-1,-2,-1,0.5035723084503572,2023-08-10
289448,918,2059,False,1,4,6,0,9,2,8,0,2,-1,-2,-3,0.15034562211981567,2023-12-14
318941,397,1184,False,9,2,6,8,1,5,0,0,2,-6,1,3,0.3072866730584851,2024-05-03
274404,12010,1224,True,4,9,6,2,0,1,8,2,0,,-1,4,0.9054408390691576,2023-09-24
319777,13790,12685,False,9,8,5,2,0,6,1,0,2,,-4,3,0.24795024031665258,2024-04-19
184494,5448,14,False,8,4,7,0,6,3,1,1,2,,0,1,0.4099011279766049,2023-05-12
314651,1034,120,False,5,9,6,2,8,1,0,0,2,0,3,0,0.5890295358649789,2024-05-04
247100,474,4915,False,7,0,4,6,1,3,8,0,2,4,3,-3,0.6339276153763787,2023-08-06
348465,120,1184,True,2,8,6,9,5,1,0,2,0,2,9,2,0.7640711577719451,2024-05-30
95488,918,2917,False,3,5,2,4,1,0,8,1,2,1,-6,6,0.5215311004784688,2022-04-30
285011,12010,1108,True,8,1,9,2,4,6,0,2,0,,2,3,0.869630973986691,2023-11-16
283100,2593,8185,True,9,8,4,6,0,2,1,2,0,0,4,2,0.801404853128991,2023-11-04
348458,11328,17,False,5,1,2,8,6,9,0,1,2,,5,3,0.15942643215370483,2024-05-25
186434,1120,4462,True,0,7,4,3,5,8,6,2,0,2,6,2,0.9141759893137418,2023-04-01
99588,472,4915,False,2,8,3,5,0,1,4,1,2,-1,0,-4,0.4923857868020305,2022-05-28
51280,6199,277,True,2,0,1,5,4,8,3,2,0,,-2,-5,0.7018321513002364,2021-12-05
274402,1120,12685,True,0,4,2,8,6,9,1,2,0,,-1,5,0.9618941916389196,2023-09-23
235029,12694,11479,False,8,3,7,1,4,0,6,0,2,,8,9,0.21181654564637253,2023-07-03
222707,7313,6387,False,3,0,8,1,6,7,4,0,2,,6,5,0.21296296296296297,2023-07-04
314326,918,278,True,1,9,5,2,8,6,0,2,1,2,-4,-5,0.662716699583059,2024-04-27
166331,2,106,True,6,0,5,8,7,3,4,2,0,2,-4,5,0.8064516129032259,2023-01-14
64811,624,7980,True,8,8,3,1,4,5,2,2,0,,11,4,0.9009009009009008,2022-02-24
296734,8304,6199,False,8,1,5,9,2,0,6,0,2,1,0,4,0.5599613152804642,2024-02-21
319789,1120,1119,True,6,1,0,8,5,9,2,2,0,2,2,0,0.9326739545375673,2024-05-02
318931,2059,12694,False,0,6,1,8,5,9,2,0,2,3,0,-5,0.7363699102829537,2024-04-24
112605,474,4915,True,8,0,5,4,3,2,1,2,0,1,3,1,0.641025641025641,2022-08-10
248279,12010,1120,False,3,7,6,0,1,8,4,1,2,-10,-2,2,0.15357142857142858,2023-08-18
101869,2554,8185,False,8,5,3,4,2,1,0,0,2,-3,6,3,0.029126213592232997,2022-05-29
221843,11981,731,False,3,4,6,8,1,0,7,0,2,-2,4,9,0.305019305019305,2023-06-06
237266,8304,278,True,4,6,8,1,3,0,7,2,0,2,4,-9,0.8018474565398679,2023-07-18
130624,8127,6961,True,4,1,5,0,2,3,7,2,1,3,1,6,0.5649717514124294,2022-09-02
77790,642,6675,False,2,8,4,3,5,1,0,0,2,-4,-1,5,0.26470588235294124,2022-03-19
76214,7031,6387,False,3,1,2,5,8,4,0,1,2,,5,2,0.6138996138996139,2022-03-16
188026,6387,10293,True,5,4,0,6,3,7,8,2,0,,9,6,0.9090909090909091,2023-04-06
185976,6675,337,True,4,8,5,7,6,0,3,2,0,3,6,-3,0.8658170914542729,2023-03-23
167349,278,2304,False,8,6,3,0,4,5,7,0,2,,-2,2,0.18010752688172038,2023-02-13
235555,1120,1224,True,0,6,7,8,1,3,4,2,0,3,4,4,0.9618941916389196,2023-07-06
183774,2,120,True,4,5,7,6,3,8,0,2,1,6,-4,5,0.4856199905704856,2023-04-01
204412,12010,12011,True,8,7,3,4,1,6,0,2,0,,4,3,,2023-05-03
312802,8877,624,False,5,8,9,2,1,6,0,1,2,,6,1,0.47720447720447723,2024-03-18
64815,624,8124,True,1,8,3,5,2,0,4,2,0,,11,4,,2022-02-25
69929,7397,8106,True,5,8,1,3,4,0,2,2,0,,3,1,,2022-02-12
247086,5248,11328,True,3,8,6,4,7,0,1,2,0,,1,2,0.9480589503953989,2023-08-07
94323,2815,5248,True,8,2,5,4,3,1,0,2,0,2,2,4,0.9009009009009008,2022-04-30
68291,6389,6199,True,4,8,2,3,1,5,0,2,0,,-2,0,0.331968331968332,2022-02-12
285018,1837,1120,False,9,2,0,1,6,8,4,1,2,-3,3,7,0.11878881987577639,2023-11-21
76237,6387,624,False,0,4,3,1,8,5,2,0,2,-9,2,10,0.26470588235294124,2022-03-26
281551,11058,2,False,6,4,2,8,1,9,0,1,2,,-6,-2,0.518920166128288,2023-10-26
232894,9447,6675,False,4,1,6,8,3,0,7,1,2,,11,7,0.4693130630630631,2023-07-05
184054,8877,2593,False,7,8,1,0,4,6,3,0,2,,-7,10,0.03379387602688577,2023-05-11
105835,1120,4460,True,1,2,0,3,3,4,5,2,0,6,1,-1,0.9433962264150942,2022-06-07
296739,5448,918,True,2,8,5,0,6,1,9,2,0,3,2,-4,0.7249802994483845,2024-02-21
184040,8877,4915,False,5,4,7,3,0,6,8,0,2,,-6,-1,0.038372630605640334,2023-04-21
76102,918,3107,False,3,8,2,0,4,5,1,0,2,,4,0,0.801388505384403,2022-03-11
97205,5248,1615,True,8,1,0,3,4,5,2,2,0,-3,0,7,0.4291845493562232,2022-05-07
220449,8185,1034,False,3,0,6,1,4,7,8,0,2,,-2,-1,0.30039138943248533,2023-06-18
164045,6387,2112,True,4,7,1,2,0,5,3,2,0,,8,2,0.8264462809917356,2023-02-05
112289,628,8185,False,8,0,1,5,4,3,2,1,2,,3,11,0.6551724137931034,2022-07-12
112325,8185,8127,False,4,0,5,8,2,3,1,1,2,-1,9,1,0.3902439024390244,2022-07-17
89219,6387,3351,False,1,5,3,2,4,8,0,0,2,,0,-2,0.8007968127490039,2022-05-15
68989,474,682,False,4,8,3,0,5,2,1,0,2,-1,5,3,0.4538690476190476,2022-02-11
183802,7386,2406,False,6,3,0,1,7,8,4,0,2,,-3,0,0.307552233084148,2023-04-29
51275,2355,2406,True,5,2,1,8,3,0,4,2,1,,2,7,0.5349462365591398,2021-12-05
130681,533,2593,True,4,2,1,5,3,7,0,2,0,,2,2,0.44052863436123346,2022-09-10
99686,6675,120,False,4,5,8,2,3,1,0,0,2,1,-1,6,0.576271186440678,2022-05-13
68845,918,4829,True,2,5,3,8,4,0,1,2,0,1,5,3,0.8906052963430012,2022-02-04
359606,11981,12064,False,4,5,1,8,6,0,9,1,2,2,-7,-4,0.7488038277511961,2024-06-21
70066,2,8127,False,8,0,2,4,1,3,5,1,2,,1,1,0.5901639344262295,2022-02-26
77814,2406,243,True,1,3,2,5,0,8,4,2,1,2,0,-2,0.8333333333333334,2022-03-24
111511,731,5944,False,3,5,2,8,4,0,1,1,2,0,-7,-1,0.2957746478873239,2022-06-30
